Kp,Km,f,p,K
1.3557,3.7512,0.0795,10.0000,3.5080
17.9529,17.2026,0.6820,1.4000,17.7120
5.7713,2.5812,0.5253,0.3750,4.0030
5.3809,14.8694,0.5159,1.2500,9.4103
11.8839,0.9576,0.9404,2.0000,9.5110
9.5176,12.9940,0.1317,0.6667,12.4974
7.3662,1.1907,0.6508,0.6667,3.7279
13.1122,18.3952,0.8472,8.0000,13.8502
18.7640,3.4345,0.3459,0.2500,6.5471
12.4085,1.7609,0.0681,8.0000,2.1029
5.6568,6.0909,0.0115,2.0000,6.0858
4.1036,13.4319,0.0068,1.0000,13.3497
8.7827,4.0889,0.2925,0.1429,5.2266
0.5450,19.4962,0.2177,2.0000,13.8763
17.5237,0.7912,0.3019,5.0000,2.2059
12.2018,9.8358,0.5954,0.7143,11.2004
4.0718,12.8187,0.5637,1.5000,7.3372
10.3983,8.1003,0.2180,0.5000,8.5672
1.0765,1.1416,0.3906,1.1667,1.1159
17.2437,12.6067,0.3381,0.3000,14.0624
8.8587,4.2916,0.7459,0.4000,7.4345
10.9602,12.5942,0.3690,5.0000,11.9741
11.3372,7.8912,0.4232,1.1250,9.2367
13.6079,15.9222,0.5714,1.0000,14.5717
7.4276,17.5807,0.5881,1.0000,11.0952
1.5646,15.6015,0.0287,0.8000,15.0304
9.1270,14.0497,0.0911,1.0000,13.5478
0.9569,8.4134,0.5010,0.6667,4.0120
14.7651,12.8771,0.9183,2.6667,14.6040
0.7600,1.5662,0.2476,1.6667,1.3365
19.0849,7.6150,0.6529,8.0000,14.1529
14.8474,8.7538,0.0652,0.5000,9.0821
18.7490,8.1390,0.0163,0.8750,8.2605
10.2673,5.4757,0.5201,0.2000,7.7042
4.8181,4.6270,0.6523,2.6667,4.7511
5.1993,14.7580,0.3942,0.1667,10.2112
15.1795,17.5880,0.3806,3.0000,16.6443
19.8669,15.4498,0.3696,4.0000,16.9922
7.1341,0.7167,0.7531,2.2500,3.6730
15.0572,11.0863,0.6119,0.8000,13.4087
2.2010,11.7635,0.2392,9.0000,8.7767
11.9409,4.9238,0.9253,0.9000,11.1941
8.6119,7.9677,0.3819,0.6667,8.2097
14.6144,16.1356,0.3735,1.6667,15.5560
5.2235,6.0367,0.3298,2.3333,5.7602
1.8962,9.7927,0.9038,0.2857,2.4205
9.0193,15.6257,0.4661,1.0000,12.2958
12.8015,8.9995,0.5082,4.5000,10.8115
2.6408,16.6648,0.7947,2.0000,4.8089
9.0564,13.5335,0.1351,9.0000,12.8613
13.0440,1.7326,0.2050,1.0000,2.5819
16.5400,19.6144,0.1902,1.2500,19.0038
6.1615,11.3286,0.0019,0.2500,11.3168
8.0473,4.1536,0.8578,0.8889,7.3515
17.6846,1.9122,0.0100,5.0000,1.9701
14.0116,1.2504,0.0087,2.2500,1.2789
4.8374,0.5156,0.8405,1.3333,3.0433
15.1966,6.6825,0.7700,8.0000,12.7332
5.8185,11.1361,0.8572,2.5000,6.4686
5.5488,16.9188,0.9335,0.5714,6.1393
0.1222,12.5351,0.0151,0.7500,12.2559
7.4942,11.9973,0.1898,0.2222,11.0340
8.7387,4.2127,0.6941,0.4000,7.0637
6.0860,5.0783,0.9773,3.0000,6.0616
5.8172,13.0395,0.5753,0.2500,8.4691
4.8503,6.5783,0.5624,0.1667,5.5640
18.7337,10.4635,0.9418,1.0000,18.1345
17.2038,2.4943,0.6864,0.8750,8.7487
7.9446,9.0539,0.3312,0.5000,8.6762
9.5884,19.8519,0.3401,4.0000,15.8845
11.2999,7.9846,0.9344,0.1250,11.0579
9.7924,1.2382,0.3075,1.0000,2.2520
5.3962,5.8592,0.0388,0.6000,5.8408
19.7948,11.0454,0.5678,1.0000,15.5043
3.6735,14.8025,0.6508,1.1111,6.8638
17.2331,6.3681,0.7387,0.5000,13.4061
0.6527,9.8772,0.9564,0.7000,0.9310
6.6392,12.5734,0.3061,1.2500,10.5339
14.9749,15.0629,0.7591,0.5714,14.9961
12.8873,13.8777,0.2813,3.0000,13.5942
3.3848,2.7376,0.9019,0.3750,3.3169
19.0441,18.1392,0.6706,1.0000,18.7427
10.8654,7.5775,0.2915,3.0000,8.4494
5.0283,10.5924,0.3235,0.4444,8.5361
11.5714,19.7723,0.7168,1.0000,13.6546
18.3095,19.1642,0.1842,1.5000,19.0048
17.9119,16.3529,0.4403,3.0000,17.0275
9.6501,8.4779,0.3645,1.7500,8.8931
8.8548,16.3595,0.2135,0.7500,14.5369
6.2351,8.8899,0.5335,3.3333,7.4025
1.1063,7.6052,0.8323,1.0000,1.9249
15.0758,14.1447,0.4728,1.2500,14.5799
2.6389,4.7783,0.6324,0.1667,3.3316
7.1184,3.5153,0.1970,2.0000,4.0761
7.9174,4.7629,0.9975,4.0000,7.9081
17.7104,5.6718,0.0023,0.6667,5.6885
0.4248,0.8130,0.6153,0.4286,0.5577
16.8816,11.0283,0.8245,2.0000,15.7114
5.7614,18.8500,0.4141,0.5000,12.5248
5.0069,15.7567,0.8963,0.3750,5.8622
9.7676,4.8286,0.5120,1.0000,6.9967
14.5807,13.9195,0.9617,1.1429,14.5550
4.0523,0.3052,0.6079,2.6667,1.3087
4.3255,15.3710,0.6661,0.6667,7.3609
19.5267,6.6379,0.9215,0.8000,17.9433
11.8647,6.4466,0.4487,0.7500,8.5541
6.0881,15.3087,0.6333,1.5000,8.9997
19.3541,7.6833,0.2115,0.5000,9.4740
17.9194,4.3725,0.5603,0.2000,10.1364
3.8005,11.2664,0.1036,0.7500,10.2999
0.0360,4.4127,0.2923,0.5000,2.6912
14.2353,3.2527,0.5440,2.5000,7.3557
17.3545,7.9928,0.1809,1.0000,9.2758
2.3662,0.4079,0.2761,0.8000,0.6597
0.7805,8.4654,0.2326,3.3333,6.0679
11.9639,0.0655,0.5488,2.3333,0.3559
12.0863,0.8972,0.5570,0.7500,3.1208
10.3286,3.7825,0.6205,0.2500,7.2311
0.1501,4.0267,0.0007,1.0000,4.0230
13.7787,12.0070,0.1878,1.0000,12.3269
18.9204,4.6344,0.4763,1.0000,9.0579
17.4707,11.3310,0.0182,3.0000,11.4262
2.2655,11.0150,0.4749,1.1111,6.1879
7.0914,6.7601,0.0766,2.5000,6.7851
4.8387,19.7985,0.2507,0.8000,15.1695
11.2067,2.9672,0.5812,0.7500,6.4305
12.2545,17.0258,0.1510,0.7000,16.2429
6.0162,15.7436,0.4102,0.3333,11.1245
15.9628,10.4860,0.8930,0.8000,15.2878
15.9128,0.3768,0.8544,0.7143,4.8973
15.6218,5.2690,0.5428,0.4000,9.6956
7.0220,19.9718,0.4605,1.0000,13.2218
1.0859,14.2108,0.1494,1.6667,11.5276
14.1741,4.3618,0.4889,4.5000,7.9998
19.8586,12.8323,0.5691,0.5000,16.5463
3.2495,2.4214,0.3415,4.5000,2.6850
2.2713,11.1336,0.4179,4.0000,6.6761
18.2575,15.7594,0.1768,0.8571,16.1826
9.6331,8.2900,0.8348,1.0000,9.4013
17.0361,1.6733,0.6758,1.6000,7.0210
16.1983,11.7421,0.1854,0.8889,12.4913
3.7352,12.7853,0.6111,7.0000,6.6280
4.9440,2.5031,0.7052,10.0000,4.0907
1.0838,17.3052,0.0283,1.0000,16.6456
12.1792,9.7557,0.5209,0.8333,10.9699
15.5446,5.5204,0.2591,1.0000,7.3137
10.2213,6.2294,0.5082,4.5000,8.0761
0.5550,13.3313,0.9732,0.1000,0.6877
19.8077,10.0020,0.8182,0.7143,17.5794
10.0188,8.8828,0.8588,2.0000,9.8525
6.6399,6.5117,0.8966,4.5000,6.6266
3.4777,11.3185,0.2995,1.0000,8.5170
12.5127,0.3045,0.8800,3.0000,5.3958
11.5027,11.0567,0.2552,2.0000,11.1694
15.0197,18.7165,0.1921,0.5714,17.9659
3.0704,9.6354,0.1866,0.3000,8.0738
7.1357,6.5695,0.8611,0.6250,7.0552
2.8790,16.0616,0.4446,5.0000,9.0079
17.0122,2.8693,0.3866,0.8889,5.5963
6.7574,1.5725,0.8320,6.0000,5.3658
5.5039,8.9082,0.2065,0.7778,8.1259
0.1202,9.3102,0.8978,0.5000,0.7435
16.0382,14.7336,0.4595,0.5556,15.3237
9.9482,13.9807,0.1634,0.8333,13.2639
10.7569,10.6618,0.2687,0.6000,10.6873
17.4183,4.1265,0.5207,0.8000,8.7089
14.4569,3.1393,0.7724,1.7500,10.0764
13.3617,8.0448,0.3874,1.5000,9.8614
3.5766,8.7515,0.0444,2.2500,8.4660
11.0099,19.5013,0.9868,0.5000,11.1051
19.1975,18.5349,0.5230,4.0000,18.8795
11.9204,6.1613,0.8437,1.2500,10.7953
16.1714,17.2517,0.8919,0.8889,16.2861
19.6906,11.2045,0.6856,1.1667,16.5953
17.7185,10.8832,0.5178,0.2000,14.1348
4.2767,16.8456,0.4420,0.5000,10.3305
0.6926,15.7594,0.3801,2.3333,8.5058
9.0225,10.7274,0.0318,0.7778,10.6702
0.2759,0.0366,0.2159,0.8750,0.0557
9.4742,7.4030,0.0853,0.5000,7.5660
19.0239,8.7224,0.7969,3.3333,16.3689
4.9790,12.6641,0.4018,1.7500,9.1417
7.7285,2.9355,0.0498,0.1429,3.1100
8.6287,11.3073,0.3165,0.1000,10.4053
16.6177,8.0623,0.8712,0.2000,15.2463
16.4929,1.0796,0.9314,1.1429,11.9153
9.0600,2.7197,0.4257,0.8571,4.5880
7.6112,7.8102,0.8662,0.6250,7.6376
18.5174,9.1511,0.4806,1.0000,12.9753
14.8169,6.6382,0.9083,1.8000,13.8048
14.7527,17.1467,0.2505,0.6250,16.5251
18.9383,12.1431,0.5266,1.2500,15.4321
10.2020,3.9424,0.2448,1.2000,5.0384
15.8376,2.8704,0.8384,1.4286,11.6554
9.0435,15.3476,0.5257,0.5714,11.7987
16.9840,13.0545,0.3498,4.5000,14.3473
7.8086,6.8456,0.2571,2.0000,7.0849
14.7675,1.1322,0.1688,1.6667,1.6907
19.5288,8.4072,0.5992,1.3333,14.0773
10.4660,9.2173,0.8110,1.0000,10.2214
8.5983,10.7101,0.8489,1.0000,8.8994
4.1432,16.5685,0.8448,0.7143,5.6422
6.4680,19.9674,0.2350,3.3333,16.0798
2.2174,7.6481,0.5083,7.0000,4.4785
7.5042,3.8016,0.6694,0.5714,6.0452
6.5981,19.8478,0.0907,1.1429,18.3400
6.8421,13.5987,0.5430,0.4000,9.6090
16.3424,18.6979,0.2980,0.3333,17.9743
10.6337,12.7282,0.3818,0.4000,11.8999
10.4224,12.9741,0.5339,0.8000,11.5688
15.4862,7.6522,0.4265,0.7000,10.4517
2.4053,0.5575,0.2320,0.2500,0.8196
12.5090,11.8613,0.0284,1.0000,11.8794
6.9330,14.6261,0.0260,0.7778,14.3844
6.6924,13.0625,0.2743,0.3333,11.0580
11.4923,1.2392,0.6945,0.2222,5.8658
17.2788,3.0608,0.3300,0.5000,5.4708
3.9713,15.1131,0.7505,0.3000,6.0944
13.4490,9.9167,0.7957,2.6667,12.6620
18.0366,7.6874,0.0537,0.2500,8.0977
3.9831,5.7664,0.0092,1.2500,5.7480
5.9657,3.7273,0.7281,6.0000,5.2785
9.9304,18.9468,0.6644,3.0000,12.6052
17.7981,7.9611,0.5853,0.9000,12.8798
10.0283,2.7830,0.9190,2.0000,9.0292
5.5399,10.8275,0.1673,0.9000,9.8038
10.6792,0.6103,0.9720,0.6667,9.1377
11.4850,10.9690,0.2196,0.2857,11.0810
8.2561,7.9318,0.0382,0.3750,7.9440
0.2953,15.2189,0.2290,0.3750,10.3182
14.0553,3.2557,0.7078,0.2500,9.4096
10.1349,9.3620,0.3526,4.5000,9.6298
7.6253,11.8729,0.7095,3.0000,8.7478
1.2986,1.7067,0.5887,1.6667,1.4583
7.1716,9.9428,0.1088,0.8333,9.6142
4.6850,15.5380,0.6468,1.1429,7.8880
4.0701,2.6764,0.7311,0.1000,3.6571
16.2756,14.0039,0.8634,0.2500,15.9513
7.8687,16.6146,0.0226,2.0000,16.3744
1.0715,10.2630,0.1512,0.1250,7.8272
7.5010,0.0963,0.5252,1.3333,0.3987
15.4999,7.1342,0.2266,0.8333,8.5907
3.3060,19.4604,0.8417,0.3333,5.1159
18.2444,2.8932,0.4300,9.0000,6.9848
6.3841,15.4953,0.2994,0.8333,12.3319
6.5956,7.2196,0.5772,0.3750,6.8550
4.0847,5.6316,0.3448,9.0000,5.0627
15.3443,10.8682,0.8570,0.2500,14.6355
1.3995,8.1448,0.2866,9.0000,5.6523
19.0007,18.4061,0.4410,1.6667,18.6667
3.1642,7.1380,0.7664,2.0000,3.9509
5.7289,2.2502,0.3830,1.2000,3.2620
13.7426,5.1017,0.2388,0.1250,6.6968
2.8230,3.1135,0.3939,2.2500,2.9969
10.2417,16.2622,0.1958,0.8333,14.9531
14.4265,12.5928,0.4407,4.0000,13.3799
18.5769,13.1875,0.6184,0.1429,16.3734
14.6421,13.2824,0.2319,2.0000,13.5896
14.9970,10.9455,0.8714,0.8889,14.4210
8.1464,5.7190,0.7314,1.0000,7.4294
4.7898,1.9463,0.3199,1.3333,2.6311
10.4170,16.6244,0.8118,0.7500,11.4640
4.3815,6.3004,0.4589,0.1000,5.3603
16.8478,11.9757,0.6760,0.7143,15.1310
13.2587,9.3754,0.2878,0.3333,10.3972
16.3247,13.1642,0.7305,0.8000,15.4243
15.8776,5.2200,0.7342,2.0000,11.8991
9.3821,5.6906,0.7079,1.2000,8.1489
6.1905,13.8211,0.2095,1.1429,11.9503
13.7516,19.4696,0.1712,1.8000,18.4036
19.7370,5.6512,0.5337,0.2500,11.4311
15.3987,17.0799,0.7089,2.0000,15.8766
16.5916,18.0266,0.0010,0.5000,18.0251
14.1217,16.7551,0.1910,0.3333,16.2293
11.9067,15.0456,0.7360,2.0000,12.6918
15.0575,5.1826,0.9955,1.0000,14.9857
9.9344,18.9428,0.1971,0.6000,16.9027
17.3027,16.9426,0.2329,1.0000,17.0260
1.3606,16.8475,0.3352,1.1111,10.3259
19.3709,15.5431,0.1390,1.1250,16.0402
1.9751,9.4751,0.3365,0.6250,6.3962
10.9395,17.0233,0.5661,0.1111,13.3554
8.0594,18.5837,0.4610,0.3333,13.1163
2.1408,0.4849,0.8915,1.5000,1.8028
14.4833,14.5817,0.1174,0.7000,14.5702
12.2736,9.3264,0.1062,2.2500,9.6128
15.6594,11.8239,0.3919,0.4444,13.2361
11.3324,19.6900,0.6967,1.0000,13.6058
16.2264,16.9401,0.8885,1.0000,16.3050
11.5355,19.5339,0.0462,0.8000,19.1089
18.8806,6.8971,0.2922,4.5000,9.4858
17.4290,5.5473,0.9537,5.0000,16.5788
10.1520,6.3281,0.7610,0.6667,9.1055
15.7765,6.7298,0.0558,0.7500,7.0852
9.4606,10.9620,0.0284,5.0000,10.9173
16.5760,5.7041,0.9271,0.8333,15.3386
6.4496,18.3172,0.3706,2.3333,13.1949
19.5229,13.4137,0.0158,1.4286,13.4979
5.5642,15.7098,0.5036,0.8000,9.9856
1.4566,3.6601,0.9492,0.8000,1.5470
15.0245,2.8177,0.9324,1.0000,13.1880
16.6238,1.1149,0.0537,0.2000,1.3514
18.4468,12.3675,0.9146,0.8571,17.8506
6.5405,11.7988,0.5038,1.0000,8.9391
16.0814,7.5007,0.1915,0.6250,8.7630
10.7650,0.4524,0.6188,1.6667,2.1833
9.2659,3.1850,0.8753,0.5000,8.1380
16.4150,10.1355,0.4199,2.0000,12.4952
19.0381,15.7434,0.9304,4.5000,18.7944
1.5255,15.2408,0.5304,0.1111,5.5674
14.1734,18.6865,0.8444,3.5000,14.8262
4.6985,15.9036,0.7605,3.3333,6.8361
7.9779,9.0852,0.6489,0.3750,8.3561
5.3625,6.8880,0.9293,0.7778,5.4629
16.6503,2.6572,0.6986,0.2500,9.7641
19.9075,11.2247,0.2283,1.6000,12.8815
12.9950,4.1523,0.7034,0.1250,9.6267
14.0791,2.3601,0.2380,0.7000,3.6113
18.6461,15.3531,0.5403,0.6000,17.0761
13.7531,9.1451,0.3773,2.5000,10.7229
11.3671,14.5169,0.6329,1.2500,12.4690
7.6170,2.1345,0.9876,3.0000,7.4991
12.6916,8.7828,0.7769,10.0000,11.7281
7.2646,11.1478,0.7169,0.5000,8.2671
8.1524,17.1117,0.8426,1.0000,9.3492
7.3740,18.2386,0.2619,6.0000,14.8551
9.3680,7.0266,0.4613,0.6667,8.0460
10.0683,7.4472,0.3629,3.0000,8.3339
18.2107,2.0447,0.6170,1.1250,7.0166
4.1286,13.1519,0.3094,0.4000,9.7741
6.7721,4.3762,0.6327,10.0000,5.8033
11.4825,17.3286,0.7791,0.9000,12.6581
9.7386,7.8681,0.8880,2.0000,9.5147
5.2444,9.0777,0.6788,1.6667,6.3509
11.5919,3.6351,0.2144,1.0000,4.7194
17.5666,1.3488,0.1967,1.2500,2.1124
1.2190,15.6911,0.4106,0.7143,8.4040
8.8175,16.0373,0.7670,3.3333,10.2904
1.6852,9.2684,0.7867,1.2857,2.9316
11.2648,17.0485,0.5996,2.5000,13.4124
10.7862,12.5130,0.1601,1.4286,12.2254
15.3612,3.6098,0.1876,0.2222,4.9586
4.6618,0.6014,0.8591,0.5000,3.3138
11.7472,2.5956,0.5153,0.7778,5.6120
9.1795,6.3121,0.4690,0.6667,7.5575
17.2196,14.6307,0.0053,1.5000,14.6436
13.2167,15.4596,0.7576,0.8000,13.7402
7.0776,2.9714,0.5137,4.0000,4.7292
6.9437,15.9160,0.4419,1.0000,11.4866
5.0744,3.3069,0.9745,0.5000,5.0216
19.0506,14.3421,0.3503,4.0000,15.8852
5.9640,1.5711,0.1977,1.4286,2.0720
3.1681,7.8773,0.4786,0.8000,5.3610
7.2259,16.3166,0.8889,0.7500,8.0646
14.8326,10.5995,0.5598,0.6667,12.8389
14.1180,18.9471,0.2491,2.0000,17.6612
14.0178,6.3336,0.2650,0.7500,7.9060
0.1245,11.5633,0.5634,1.4286,4.0141
7.4869,3.8046,0.7932,0.1111,6.5850
18.0299,7.8452,0.0212,2.6667,7.9997
6.3669,19.9751,0.7369,1.7500,9.2947
11.9417,6.8738,0.4011,1.6667,8.6491
5.9559,18.1714,0.7101,0.2000,8.7135
2.5003,13.9533,0.6411,0.2000,5.4541
7.7671,0.5954,0.6478,0.6250,2.5819
16.3538,9.6255,0.9587,3.0000,16.0174
19.6235,13.5381,0.5157,0.5556,16.4669
17.2398,8.0497,0.0128,0.8000,8.1356
1.6764,3.0818,0.8286,0.7000,1.8859
6.7542,11.2234,0.6265,1.7500,8.2754
4.7226,18.9865,0.6084,0.6250,9.3360
6.3561,19.1859,0.7060,0.4444,9.4428
19.6890,19.7988,0.5351,0.1250,19.7400
10.9650,16.7203,0.0611,2.5000,16.3249
14.9850,13.0816,0.5556,0.5000,14.1170
16.8370,17.3835,0.0669,0.3000,17.3465
3.3378,17.2754,0.7520,0.4444,5.9671
18.0620,15.2385,0.0354,9.0000,15.3329
2.1025,3.3054,0.9586,0.2857,2.1460
14.9019,1.5895,0.3738,0.2500,3.8676
14.5874,10.1779,0.9968,0.1250,14.5715
14.3494,1.8608,0.7587,1.5000,8.0911
2.6686,8.7572,0.0834,1.1250,8.1126
8.9158,6.2394,0.5127,0.6667,7.5229
10.1757,7.5830,0.8669,1.2500,9.7972
10.6098,19.9118,0.6593,0.4286,13.4171
17.1943,17.3898,0.0689,0.5556,17.3763
13.5545,18.9581,0.9251,1.3333,13.9231
16.1168,5.0861,0.0394,0.6667,5.3447
10.6249,0.9698,0.9907,1.0000,10.2495
19.1179,16.6368,0.6996,0.8889,18.3471
1.3335,13.7745,0.8620,0.8333,2.5833
10.8304,11.9204,0.1684,7.0000,11.7321
5.6332,4.2948,0.6905,0.2000,5.1921
9.6180,10.7034,0.8485,0.3750,9.7777
13.6973,1.1151,0.2295,0.2222,2.1466
4.1652,8.6210,0.1249,1.0000,7.9657
12.1632,3.8148,0.0512,1.0000,4.0673
6.5235,6.5555,0.6395,10.0000,6.5350
17.6169,18.7531,0.0782,1.5000,18.6626
2.6679,16.9473,0.7707,1.2500,5.1801
2.0482,5.1397,0.5571,0.3750,3.2322
19.1823,7.5441,0.0941,0.5714,8.2992
3.0580,14.6703,0.7285,0.7000,5.5467
3.0508,15.6445,0.4201,2.0000,9.3338
3.1111,0.2327,0.6708,5.0000,1.3128
1.7914,4.4341,0.8067,0.1111,2.1844
9.0885,1.3414,0.8898,1.2500,7.0384
13.3779,14.1131,0.6682,0.8889,13.6190
16.6260,17.5187,0.8290,0.2222,16.7765
15.8047,5.5496,0.9680,1.0000,15.2848
14.2542,13.8561,0.7496,0.7500,14.1538
9.4520,2.7803,0.5811,3.3333,5.7860
14.1718,7.4954,0.9525,2.0000,13.7684
19.1612,16.7176,0.2148,3.0000,17.2234
10.1155,13.9150,0.2060,2.3333,13.0703
6.1011,13.8980,0.9854,3.3333,6.1929
15.7962,17.0672,0.5164,0.7000,16.4028
4.7277,5.8918,0.2382,2.0000,5.5997
4.6861,13.0194,0.3862,0.9000,9.3153
9.2940,5.9726,0.2128,5.0000,6.5940
12.3877,18.8935,0.2984,0.6667,16.7808
12.3066,15.6158,0.6881,1.8000,13.2872
2.4525,16.5004,0.6226,2.0000,6.6557
2.4759,14.7237,0.1036,1.0000,13.0359
5.6892,15.8735,0.2860,1.7500,12.4224
14.7147,8.1032,0.6014,3.0000,11.7086
8.2262,2.6122,0.8685,0.7500,7.0724
16.5796,3.1911,0.8157,0.8571,11.8817
18.7023,16.3329,0.3749,3.0000,17.1954
7.9813,0.6111,0.4830,0.3750,1.9486
1.0442,10.8798,0.7778,2.0000,2.6540
11.4237,16.4699,0.2190,0.8000,15.2689
14.9534,18.9679,0.1552,0.5000,18.3050
6.4049,9.2054,0.2469,0.4286,8.4549
9.8587,1.3900,0.9772,3.0000,9.3678
4.4331,10.4480,0.5408,1.8000,6.8742
18.7855,3.9171,0.6646,0.7778,10.8789
9.6461,5.9742,0.6731,1.4286,8.2914
10.7999,19.5143,0.6136,1.0000,13.8406
4.4211,3.3063,0.0666,0.7500,3.3736
1.9189,15.5470,0.4609,8.0000,7.8831
1.2033,6.8276,0.3510,0.4000,4.3560
16.3902,9.4821,0.6052,0.5000,13.3077
15.4296,2.0047,0.6122,0.5556,6.5610
3.9139,1.2036,0.3042,1.0000,1.7453
17.9024,17.2344,0.8391,2.0000,17.7937
13.6860,1.4174,0.1729,3.0000,2.1616
13.1369,17.6559,0.0055,0.4000,17.6286
19.8076,7.8768,0.2170,0.1250,9.9038
0.6738,8.8010,0.5349,0.2857,3.4611
8.4851,7.0146,0.3425,0.1429,7.4975
9.7997,0.6470,0.1657,2.0000,0.9865
11.6701,14.5113,0.6118,1.0000,12.7278
1.6654,7.0698,0.2849,0.4000,5.1377
13.2031,12.8212,0.3023,1.0000,12.9359
1.0461,15.4318,0.5007,1.5000,6.8758
11.1366,13.5416,0.5287,6.0000,12.2327
14.2405,9.7174,0.0142,5.0000,9.7734
9.7582,16.2426,0.1181,0.5000,15.3719
12.3520,1.5199,0.1391,0.6000,2.0342
4.2756,0.5667,0.7621,0.6000,2.4627
12.9132,8.6701,0.2070,0.7143,9.4482
7.6128,2.8696,0.5035,1.5000,4.7517
2.0743,16.1607,0.2338,9.0000,11.7370
7.5502,0.0351,0.6621,0.6667,0.2428
5.2572,1.9244,0.6418,1.5000,3.7023
4.8257,8.4335,0.8497,0.3333,5.2958
12.4585,4.7023,0.8739,0.2500,11.1170
10.4586,19.1260,0.9468,1.3333,10.8527
8.2648,7.4297,0.8086,0.1111,8.1003
4.3558,9.8264,0.0767,3.5000,9.3140
17.1711,5.3502,0.3000,1.1667,7.6927
17.2202,11.5256,0.1052,0.2500,12.0534
5.6788,10.4009,0.7029,1.0000,6.9254
12.3079,19.5774,0.4527,2.0000,16.0433
15.5898,13.2148,0.3496,6.0000,14.0146
19.0969,16.9248,0.8054,0.6667,18.6597
18.3921,1.7429,0.0573,0.2500,2.0596
7.6963,8.4575,0.1883,0.2222,8.3105
3.2529,0.8281,0.2795,0.6250,1.2319
15.9350,12.0426,0.7531,2.0000,14.8987
2.2763,14.6289,0.4067,1.1250,8.5961
3.1765,13.6526,0.3184,3.0000,9.5523
7.1166,1.2206,0.4386,0.6667,2.5996
16.9552,13.5301,0.3504,2.2500,14.6684
11.6556,6.1415,0.4608,0.8571,8.3299
11.7236,6.9659,0.4122,0.8571,8.6958
18.5168,14.5300,0.9471,0.3333,18.2884
11.5016,2.1418,0.9479,1.4286,10.4014
0.1995,5.0500,0.4604,0.1000,1.6911
16.1875,8.7786,0.3702,0.6000,11.1152
12.1762,11.7436,0.3367,0.6667,11.8881
9.5983,6.1401,0.4884,1.4286,7.6820
5.3688,8.7094,0.8515,0.7778,5.8096
5.1619,6.2067,0.0681,0.5000,6.1316
9.6202,18.3194,0.5262,0.6667,13.3660
4.5468,13.1684,0.3288,1.7500,9.8349
0.9720,3.5381,0.3421,2.0000,2.4875
3.3848,12.9021,0.7310,0.6667,5.4417
5.1689,0.7059,0.8332,0.4286,3.5589
3.9582,15.6521,0.7078,3.0000,6.6783
12.1139,0.0361,0.1582,0.2857,0.0665
16.4741,7.6903,0.9768,0.6250,16.1969
16.2123,13.4493,0.5598,1.1429,14.9508
16.0447,0.7898,0.4722,0.5714,2.5340
14.1623,8.6952,0.3953,3.0000,10.6223
17.1876,3.4876,0.0844,1.1250,4.0139
15.6217,11.6642,0.2764,2.3333,12.6765
4.0759,3.8207,0.3670,0.4000,3.9131
19.8669,7.6728,0.7972,1.8000,16.4783
1.8725,17.6436,0.0118,1.8000,17.3755
13.0124,0.0368,0.2297,0.7500,0.0702
4.3035,13.6041,0.6871,3.3333,6.6871
4.8775,5.6503,0.0367,0.1000,5.6206
6.7938,16.4282,0.7863,0.5000,8.5067
3.9572,5.8822,0.6610,0.6667,4.5606
10.1367,7.8020,0.7551,1.0000,9.5229
19.0152,19.0216,0.5177,2.0000,19.0183
7.8921,16.7051,0.9903,4.5000,7.9615
11.6893,17.8043,0.1779,0.3750,16.5975
12.1307,18.6518,0.4370,1.0000,15.6018
14.2929,2.5872,0.6306,0.5556,7.4380
8.0307,6.9657,0.6736,0.1250,7.6720
17.1738,14.2722,0.9175,2.3333,16.9198
18.4097,12.5030,0.9076,1.2857,17.7872
15.0168,16.6724,0.0638,10.0000,16.5633
5.7118,4.4101,0.6372,1.2500,5.2110
15.9363,6.3864,0.4811,1.2857,10.0414
2.8553,4.3877,0.2875,1.0000,3.9073
10.0910,0.5607,0.7215,1.2500,3.2508
12.2138,13.6042,0.5049,1.5000,12.8901
14.0759,5.7230,0.6773,2.0000,10.6399
7.6668,0.6158,0.8024,0.4000,4.1078
14.5737,5.6890,0.6833,1.0000,10.9010
17.7457,2.2639,0.1155,1.5000,2.8710
1.1170,1.4325,0.9576,8.0000,1.1294
2.7643,11.6203,0.3356,1.1667,8.0434
17.2613,0.2192,0.3183,1.0000,0.5098
8.4349,16.8700,0.6683,1.1667,10.9021
8.2263,1.3212,0.1468,1.0000,1.7289
19.1828,9.6819,0.2780,0.7500,11.8214
15.0049,3.2481,0.6594,1.6667,8.8103
19.6199,8.4392,0.5422,0.9000,13.4831
4.6703,17.2612,0.2841,3.0000,12.8694
1.9245,13.1282,0.9762,1.2500,2.1162
7.6916,19.2495,0.5746,0.2857,11.8885
10.0055,7.9152,0.7272,2.0000,9.3999
11.4051,8.2386,0.8793,2.2500,10.9813
19.5326,15.5853,0.6621,0.5000,18.1272
9.8571,18.0410,0.5218,1.0000,13.4378
8.0177,13.3862,0.2548,3.0000,11.8615
19.8998,3.4275,0.6737,1.0000,10.7150
5.2200,6.3956,0.8591,4.0000,5.3766
13.3065,5.4241,0.4725,5.0000,8.4720
19.2851,4.6159,0.9125,0.5000,16.9459
13.4230,14.0498,0.0625,0.7000,14.0101
5.9835,6.1894,0.4876,9.0000,6.0884
10.6225,19.4774,0.9151,1.2000,11.2688
