Kp,Km,f,p,K
9.3829,18.5408,0.5285,0.8889,13.2931
0.0579,13.6304,0.2784,1.0000,8.6614
6.2182,7.1449,0.4489,0.3333,6.7186
9.7044,16.0329,0.0394,0.8750,15.7475
5.2433,11.5252,0.9376,0.5714,5.5660
13.6622,13.6053,0.1181,1.2857,13.6120
18.2237,11.6485,0.5240,0.8000,14.8114
11.4100,18.1812,0.7827,0.6000,12.7328
5.3056,17.9673,0.3255,1.0000,13.0695
18.5694,9.1267,0.6189,4.5000,14.3481
1.2849,3.6434,0.0756,1.0000,3.4208
12.5260,6.5569,0.0391,0.3333,6.7414
18.9656,0.4758,0.0744,2.5000,0.6098
10.3279,0.1434,0.8505,0.1667,3.4085
19.1341,16.0706,0.8101,1.0000,18.5227
5.4404,4.8510,0.3177,2.0000,5.0333
10.5398,15.8514,0.7228,1.1667,11.8895
18.2238,15.9800,0.8482,2.0000,17.8699
4.2937,4.1006,0.0616,0.7500,4.1123
16.5357,9.8342,0.6634,0.6667,13.9675
2.7666,17.0009,0.8229,0.6667,4.6627
8.7550,12.5136,0.1044,1.2500,12.0826
17.5057,4.2956,0.0937,9.0000,5.0397
14.0862,19.4555,0.5976,1.8000,16.1225
9.9404,10.7377,0.6444,2.0000,10.2194
12.1919,16.6928,0.0711,1.3333,16.3437
1.5566,16.3111,0.9567,9.0000,1.9792
4.8287,11.0966,0.1134,0.1250,10.1861
0.5157,8.5706,0.0043,0.3333,8.5141
16.9295,5.8461,0.6308,3.0000,11.6252
0.2973,16.0531,0.8519,1.5000,1.9326
11.0083,19.7753,0.4461,0.8750,15.5150
2.3934,10.1677,0.8742,0.7778,3.1446
11.7590,3.8160,0.8192,0.8000,9.6017
12.4442,10.8232,0.1774,0.2000,11.0998
14.9404,4.9739,0.1138,0.6667,5.6924
6.1986,7.8309,0.4534,1.2500,7.0615
18.3301,4.1319,0.9326,3.0000,16.5561
15.6453,15.7155,0.6486,0.5556,15.6699
2.0209,9.4635,0.0304,1.2500,9.1593
5.6221,9.4597,0.9947,3.0000,5.6396
18.1501,14.3638,0.5715,1.5000,16.4495
2.2217,2.5601,0.8153,0.2857,2.2819
15.7964,19.0161,0.3158,0.6667,17.9582
2.0456,14.6968,0.1127,0.7500,12.7764
15.3589,12.3728,0.0586,0.8571,12.5355
13.2411,11.2326,0.8789,0.7000,12.9852
15.4620,4.5553,0.0765,0.6000,5.0435
18.6396,17.7014,0.5051,1.5000,18.1711
3.5377,10.2806,0.1711,0.8571,8.8712
0.4084,8.3728,0.0910,2.5000,7.3239
16.6728,15.5061,0.0827,8.0000,15.6004
9.4639,13.9443,0.2545,2.6667,12.7027
2.1729,19.8055,0.5910,10.0000,7.6855
1.7811,11.8582,0.2784,0.9000,8.3311
2.3026,3.1267,0.2332,0.6000,2.9205
3.3595,2.6158,0.2057,0.8750,2.7581
19.4502,3.4071,0.3168,0.1250,6.6422
5.7201,1.3204,0.9408,0.2000,5.2803
11.9805,7.5056,0.3672,2.0000,8.9684
17.0442,14.5272,0.0362,0.7778,14.6134
4.8957,7.7821,0.2925,1.3333,6.8566
14.5434,0.7203,0.8495,2.0000,7.0944
8.0158,0.1131,0.4735,2.2500,0.4556
6.2120,13.1232,0.5127,1.7500,9.2423
13.0760,15.0532,0.2143,0.5000,14.6142
7.8365,1.3523,0.9237,1.1429,6.6933
2.3867,6.7854,0.1655,1.0000,5.8972
19.5708,9.9478,0.2861,0.3333,12.2241
10.3650,6.2365,0.0040,1.0000,6.2500
10.1554,13.4404,0.4362,0.7778,11.9382
6.5004,16.1678,0.3845,1.4286,11.9260
3.9454,13.5381,0.9920,2.0000,4.0033
17.2579,18.6145,0.2629,0.8000,18.2512
5.3574,12.7784,0.2056,0.5556,10.9654
10.7736,11.4582,0.0948,0.7500,11.3922
11.0293,19.8135,0.1389,1.3333,18.4143
19.2651,1.0910,0.9295,1.5000,13.3811
5.3915,1.7012,0.8094,1.7500,4.3380
5.3144,19.2250,0.8709,1.3333,6.7178
6.1998,8.1086,0.8620,0.4444,6.4449
11.1460,13.7056,0.2243,0.4000,13.1017
7.5638,8.1208,0.6874,0.1000,7.7351
4.9153,19.8998,0.2998,2.0000,14.4077
13.5236,16.7578,0.7690,0.6667,14.2329
5.2259,4.9198,0.8295,8.0000,5.1728
19.2297,8.3295,0.7926,1.2500,16.2556
9.9515,7.3995,0.6102,2.2500,8.8911
8.5554,15.8360,0.1434,0.6667,14.6325
11.3558,0.6422,0.9215,1.4286,7.5886
12.2608,15.9295,0.4231,0.1000,14.2967
16.1399,0.6811,0.1286,0.1667,1.1487
17.6157,0.3693,0.0734,1.1111,0.4516
3.1996,8.9490,0.5700,1.1667,5.3388
1.7835,16.7503,0.1381,0.8000,13.9629
6.2627,15.9200,0.1207,1.1667,14.5018
12.1471,18.7374,0.3801,2.3333,16.0320
7.5748,4.0262,0.9952,0.2857,7.5534
18.5109,17.2536,0.3508,1.6000,17.6878
1.1403,5.1161,0.9075,3.5000,1.4118
19.8803,1.1936,0.4696,0.3333,4.0454
13.3392,19.3736,0.2644,0.5000,17.6434
12.3430,1.3101,0.2543,0.2000,2.5481
2.9577,4.5908,0.1596,2.2500,4.3007
0.5799,0.6616,0.5601,0.3750,0.6150
11.4494,2.5564,0.1938,1.1111,3.4480
0.5996,13.6007,0.0985,3.0000,11.7356
14.2307,0.5659,0.3003,2.6667,1.3428
4.2808,17.0381,0.2313,0.4286,13.3026
5.1037,5.6444,0.6059,1.0000,5.3127
19.1719,8.4398,0.4782,1.4286,12.6510
3.6378,13.0663,0.9290,3.0000,4.1453
15.9691,18.4319,0.4319,1.4286,17.3406
0.8009,5.8470,0.6113,0.2222,2.2023
6.1832,19.3360,0.0762,8.0000,18.0314
19.3418,15.5883,0.0251,3.0000,15.6759
5.3398,1.7263,0.1336,1.7500,2.0314
2.4375,3.5778,0.1480,0.6667,3.3922
12.1476,3.8061,0.4761,1.1429,6.6802
12.9070,1.9836,0.4109,0.5556,4.2185
17.4885,18.1980,0.7793,1.1111,17.6435
17.9466,0.9685,0.5893,0.7143,3.9741
1.0636,18.2005,0.2193,1.1667,13.2180
15.1903,2.4408,0.8883,0.2000,12.5058
17.1781,7.0733,0.9173,1.2000,15.9917
9.6345,4.6354,0.6447,7.0000,7.5328
1.5019,11.2145,0.3887,3.0000,6.5494
1.8144,11.4662,0.9429,0.5556,2.2095
4.0043,6.0554,0.6120,1.2857,4.7426
15.5657,15.4690,0.8469,1.6667,15.5509
8.1456,0.2773,0.1779,2.5000,0.4751
16.5408,5.3432,0.9126,2.0000,15.0040
2.9594,18.6416,0.1626,0.1429,14.6277
14.6583,16.7661,0.1313,2.0000,16.4789
2.9978,0.4577,0.2764,7.0000,0.8379
16.7686,19.3121,0.3463,7.0000,18.4047
10.9073,7.9583,0.0884,1.5000,8.1928
19.2234,10.3046,0.1920,1.2857,11.6947
1.5099,14.6331,0.3262,0.8000,9.2627
18.6767,11.0646,0.7714,0.4444,16.6554
7.1885,19.6648,0.9074,0.3333,8.0885
1.3386,10.6871,0.3516,1.1111,6.6321
19.3187,12.8262,0.3883,1.6667,15.1137
12.9891,6.7325,0.1588,1.2500,7.5211
8.4123,19.6467,0.8469,1.0000,9.8460
11.9288,17.7206,0.2131,0.7500,16.3703
6.9418,2.1342,0.0005,2.2500,2.1356
4.3525,12.4064,0.9615,0.8333,4.5971
0.7568,17.4225,0.9761,1.1429,1.0295
3.0685,11.7766,0.7928,0.6250,4.4906
7.4676,15.3118,0.1848,1.4000,13.6261
17.5363,14.9558,0.1490,4.0000,15.3227
8.8230,2.5250,0.2586,1.0000,3.5325
12.7554,12.7348,0.6162,2.0000,12.7475
7.7561,18.0713,0.9444,0.6667,8.2243
16.7439,6.6751,0.4537,2.6667,10.3157
15.3263,9.8178,0.2820,1.2857,11.1878
2.5117,4.5077,0.0118,0.8571,4.4801
1.8532,15.2802,0.1034,0.2500,13.1453
13.2064,8.0958,0.8682,0.3333,12.4208
7.5534,19.2022,0.1462,4.5000,17.1117
2.1558,12.2479,0.7011,0.7778,4.5333
12.4762,7.0717,0.6468,2.3333,10.2879
12.4320,4.1693,0.2081,0.8750,5.2991
18.2325,1.5343,0.3836,0.1667,4.4634
12.1226,11.7058,0.7938,2.5000,12.0359
9.7069,5.2752,0.7729,0.6667,8.4981
11.5348,11.6743,0.7817,0.6000,11.5652
19.6420,0.7381,0.5098,0.2500,3.3853
10.3714,17.9303,0.2569,1.5000,15.7597
6.9740,3.5054,0.5998,0.4444,5.3548
19.6575,14.4188,0.5646,0.6000,17.2295
19.8402,2.3720,0.3545,0.2500,5.3396
17.9231,9.5358,0.1611,1.0000,10.6200
14.8316,14.8539,0.5233,1.2500,14.8422
13.2947,10.6710,0.1548,1.0000,11.0510
14.6673,12.7021,0.9051,0.2000,14.4723
8.7183,19.1481,0.7005,1.1250,11.4214
7.9926,4.8607,0.9339,4.0000,7.7470
4.3578,12.5768,0.5262,0.6667,7.7447
17.6326,14.9230,0.2747,1.3333,15.6361
18.8414,17.0506,0.2306,0.1429,17.4530
18.9791,13.4171,0.3116,0.8000,14.9999
2.1289,19.3755,0.3657,2.0000,11.5267
1.1595,0.0573,0.9945,0.6667,1.1180
3.2745,1.5993,0.1530,1.2500,1.7972
10.5495,11.3541,0.8324,1.0000,10.6817
1.3950,6.7481,0.2738,0.2857,4.8302
0.2029,12.1400,0.9127,4.5000,0.8802
1.8336,2.4887,0.4717,0.6667,2.1646
12.1487,11.6323,0.9861,0.3000,12.1414
1.1217,17.3601,0.0873,0.5000,15.3070
13.1620,2.6140,0.6037,0.4000,6.9762
11.5164,7.2741,0.0383,8.0000,7.4127
1.4767,1.7811,0.2939,1.0000,1.6879
4.8314,3.6547,0.4853,5.0000,4.1969
7.0239,12.2540,0.1687,1.1250,11.2535
2.5348,18.5320,0.6089,6.0000,7.3715
14.7882,14.7642,0.5046,0.1667,14.7763
8.9136,0.1049,0.7856,2.2500,1.2895
0.3522,9.0693,0.1409,0.6000,7.3430
13.6342,11.0585,0.3442,0.3000,11.9036
17.6167,7.2130,0.1453,0.5000,8.3004
2.7964,0.5014,0.4884,1.4000,1.1369
16.2171,13.4423,0.4699,5.0000,14.7012
5.0572,13.5473,0.8405,1.0000,6.1651
0.4877,7.5695,0.5326,0.2857,2.9110
10.6145,8.6888,0.8173,1.0000,10.2418
18.6971,10.6590,0.7545,0.6000,16.3773
15.3866,1.0386,0.0390,1.3333,1.1436
8.0950,4.6283,0.1044,2.6667,4.9262
14.3562,8.5214,0.2901,1.2500,9.9787
9.6265,2.8557,0.5447,0.1000,5.8975
8.8235,19.7625,0.1215,0.8333,18.1751
18.8472,16.9618,0.6057,4.0000,18.0875
11.5756,18.5614,0.6601,2.0000,13.7414
15.6722,17.4494,0.3606,0.3333,16.7941
14.2961,7.8921,0.2666,2.2500,9.3244
2.8433,7.5403,0.8889,0.8889,3.2664
13.8584,0.5148,0.3751,0.6667,1.3274
7.8730,15.4949,0.6744,4.0000,10.0482
2.5554,7.0439,0.3238,2.0000,5.3383
12.8181,3.9613,0.8092,7.0000,10.4063
9.9502,13.7875,0.0892,1.5000,13.4136
1.2795,4.2409,0.3407,0.1429,2.9564
10.4707,2.2298,0.5008,0.8000,4.7940
6.2908,18.8494,0.1318,8.0000,16.7458
17.0978,17.1033,0.9656,1.0000,17.0980
0.1803,17.2556,0.4086,3.0000,8.3819
4.0517,2.5175,0.9712,4.5000,3.9994
17.6121,4.5898,0.6371,0.1250,11.4642
4.3610,16.8878,0.4606,0.1000,9.6072
6.3538,16.1365,0.2516,0.2500,13.1399
6.8793,5.5295,0.1780,1.1429,5.7546
16.0015,6.2248,0.5890,1.2857,10.9694
11.4217,7.6121,0.1595,1.0000,8.1450
16.2648,8.3695,0.4017,0.9000,11.0392
1.7236,1.3187,0.6382,0.3333,1.5682
3.8427,18.9430,0.7007,0.8333,7.4439
12.5900,15.8051,0.4479,0.4444,14.3080
1.2773,13.0429,0.2752,0.7143,8.8816
14.8592,19.5056,0.0671,0.1667,19.1668
12.0679,2.6149,0.5191,1.0000,5.7219
15.9689,10.3167,0.5559,2.5000,13.2295
3.2119,10.6364,0.8087,2.6667,4.3365
14.7586,2.6374,0.6083,0.7143,7.2839
15.1408,12.8827,0.5073,1.4000,13.9961
17.6262,8.1461,0.5421,3.0000,12.5567
8.5848,13.8344,0.4537,0.1111,11.2386
3.7497,13.9054,0.2713,5.0000,10.4836
6.0606,6.0352,0.8292,1.1111,6.0563
6.4151,16.6416,0.4728,1.1667,11.2196
8.8401,15.4092,0.6436,4.5000,10.9440
7.2377,19.7374,0.5967,1.1250,11.5838
12.5120,12.2435,0.1359,1.6000,12.2798
18.7765,7.3128,0.2486,4.5000,9.4369
5.7381,3.0148,0.3288,7.0000,3.7730
4.8920,19.5140,0.0549,0.1111,18.2568
18.4171,14.1253,0.7206,0.3750,17.1351
18.5243,15.3317,0.7914,2.6667,17.8228
6.1988,3.5472,0.9782,1.3333,6.1272
1.5295,4.8104,0.0992,1.1429,4.4010
15.6176,18.0898,0.6991,8.0000,16.3369
2.6149,14.6760,0.1358,0.5556,12.4956
9.2296,17.4935,0.3156,0.1000,14.4700
8.8034,5.3547,0.4129,1.1250,6.6193
12.1000,17.0365,0.0257,1.0000,16.8963
2.5404,16.5668,0.6190,2.5000,6.7645
11.9809,17.5910,0.5009,0.9000,14.6234
2.6425,1.0750,0.3448,0.5556,1.4886
2.3067,5.0206,0.0078,0.7143,4.9948
8.8215,17.0754,0.6879,0.2000,11.0420
5.4220,19.0588,0.3500,1.0000,13.4099
18.8821,2.6318,0.9821,0.3000,18.1582
10.3329,6.0176,0.8166,4.0000,9.4021
8.9058,1.0382,0.4366,0.2500,2.7789
6.1718,10.9288,0.5726,0.3333,8.0101
9.3920,8.7339,0.9713,0.3333,9.3726
15.5889,3.9354,0.9351,0.2000,14.3620
3.3763,4.0927,0.5381,0.6000,3.6965
0.4490,1.8030,0.9178,0.3333,0.5299
14.1746,0.0904,0.7612,4.0000,1.5143
12.1030,3.7425,0.9787,0.2222,11.8273
8.2736,13.0270,0.4192,0.8571,10.8828
18.2954,11.9145,0.1847,2.2500,12.9465
9.5436,18.8458,0.8873,1.5000,10.4346
18.3244,12.8041,0.9736,1.6667,18.1587
9.9381,8.9835,0.8539,2.6667,9.7945
18.5511,7.5365,0.0481,0.8889,7.8988
14.0730,0.1758,0.2024,0.3000,0.3589
13.8928,4.3337,0.8305,7.0000,11.5613
0.0919,8.8638,0.3234,1.5000,5.1903
10.8044,6.7874,0.8883,9.0000,10.2844
8.2594,2.8028,0.1321,1.1429,3.2641
12.5626,1.7682,0.9538,1.6667,11.2230
10.8707,0.0746,0.2311,1.8000,0.1478
4.3200,15.9533,0.0540,0.8333,15.1370
11.0421,5.8733,0.5938,3.0000,8.6320
17.2550,14.2270,0.9056,0.3333,16.9515
0.0988,8.8699,0.8288,0.4444,1.1022
2.5017,5.9218,0.9246,3.5000,2.7102
15.5014,5.2412,0.4110,1.0000,8.2870
0.4077,5.5048,0.5624,1.4000,2.1835
2.8527,1.4740,0.6617,0.3000,2.3075
6.4082,15.8438,0.1582,1.0000,14.0515
18.0950,6.0085,0.8625,1.1667,15.5563
12.2831,1.0067,0.4072,5.0000,2.9920
0.3180,6.7218,0.8019,0.7000,1.2335
6.2279,17.2473,0.1832,0.4286,14.7642
3.8554,3.0372,0.9877,1.0000,3.8445
5.5094,6.1909,0.8599,0.4000,5.6018
0.5342,10.6174,0.8238,1.0000,1.8199
16.6128,10.7865,0.4056,4.5000,12.9322
15.2856,15.8900,0.0686,0.6667,15.8480
14.4231,1.2154,0.6107,0.1429,6.0031
16.4543,16.8537,0.9910,3.5000,16.4579
15.2909,18.6208,0.4366,0.6667,17.1161
2.4113,15.1852,0.1586,2.5000,12.4824
7.6866,2.3671,0.8868,1.1667,6.7171
0.5585,2.5193,0.1637,0.8571,2.1090
0.0261,6.0000,0.0017,1.2000,5.9845
0.1400,7.5338,0.8644,8.0000,0.7940
3.3557,13.1244,0.9740,2.2500,3.5449
3.0087,16.9337,0.7216,1.6667,6.0338
10.3099,15.5702,0.7207,0.5000,11.6534
8.3777,13.9766,0.5499,4.5000,10.6907
11.8763,9.5746,0.6020,0.2857,10.9189
5.5396,7.8436,0.1061,0.4286,7.5751
11.8565,10.9838,0.6886,0.8750,11.5799
11.7028,11.9006,0.8256,2.0000,11.7371
2.4318,1.1924,0.7880,0.5000,2.1048
1.5719,18.3842,0.1003,0.3333,15.8459
0.6413,9.6516,0.9155,0.1111,0.9871
3.3634,1.4717,0.3620,0.7000,2.0109
10.4834,6.8561,0.3247,3.5000,7.9132
16.8274,10.8143,0.9567,0.1667,16.5268
6.1282,12.1018,0.0908,0.5000,11.4598
3.8232,15.5357,0.7538,1.1250,6.1234
1.3024,13.2296,0.3757,0.3750,7.4838
18.9202,13.1143,0.0887,3.3333,13.5701
4.8953,11.5564,0.9795,1.0000,5.0062
12.5081,5.7489,0.6772,0.8889,9.8126
4.1335,15.5464,0.8288,1.0000,5.6734
4.8349,10.4329,0.9626,1.0000,5.0078
14.8683,9.4121,0.6312,3.0000,12.6354
3.1201,2.4721,0.0285,1.4286,2.4891
16.4634,16.8371,0.4957,4.0000,16.6511
1.8797,3.1070,0.1837,1.2500,2.8543
19.5960,15.3328,0.6144,1.4000,17.8618
13.0644,0.9604,0.3784,1.1429,2.2329
5.6823,15.2718,0.6330,1.7500,8.6854
17.3447,7.0102,0.8471,0.6667,15.1634
0.6028,9.1976,0.7514,0.6250,2.1751
15.2188,0.9707,0.3755,2.0000,2.4199
17.9235,5.8661,0.6880,0.1000,13.1983
12.3775,14.9069,0.0527,1.0000,14.7662
14.4149,18.5206,0.8051,5.0000,15.1656
9.2770,15.0530,0.7252,0.3750,10.7036
15.1777,2.9043,0.0356,0.6000,3.0949
0.1428,6.9397,0.5017,2.5000,2.8069
3.8697,17.8750,0.9281,0.4286,4.6022
1.8290,2.8354,0.2480,0.6667,2.5612
3.3587,17.0238,0.9211,2.3333,4.1506
18.8450,9.5507,0.1519,0.1111,10.7200
16.9886,18.5200,0.2299,1.7500,18.1604
2.7457,10.8282,0.8359,1.2857,3.7826
13.2145,10.5620,0.7824,0.2222,12.6022
0.7698,16.8415,0.6999,0.2000,3.6897
2.9633,3.5929,0.8479,1.6000,3.0542
3.6953,5.5234,0.1296,0.5556,5.2608
12.9072,3.1262,0.1615,1.6667,3.9842
17.1311,15.6822,0.2017,0.5714,15.9674
17.0675,12.2717,0.5321,1.8000,14.6786
9.8808,12.6211,0.8775,0.7143,10.1949
15.6175,14.6261,0.5879,0.1429,15.2037
5.4931,2.3672,0.3259,0.3000,3.1765
19.3476,19.4795,0.6857,0.7143,19.3890
19.8106,2.4893,0.0755,1.6667,2.9214
1.6890,18.0343,0.2872,1.5000,12.0214
6.5959,1.5841,0.5927,4.5000,3.8027
5.3660,17.4822,0.1732,1.1250,14.8876
4.3185,12.0972,0.2110,5.0000,10.0872
15.3404,16.9510,0.8915,3.0000,15.5102
7.3011,14.3036,0.8780,0.6667,8.0293
3.0803,19.1977,0.1856,2.5000,15.2524
3.3004,3.8725,0.3018,5.0000,3.6936
17.8673,1.5029,0.3493,1.1429,3.2086
18.9158,1.6826,0.1770,1.2500,2.4906
10.3493,19.2212,0.1799,1.0000,17.3946
0.3675,19.3048,0.7814,0.6000,3.3063
8.3861,18.6456,0.6762,5.0000,11.2366
2.4417,13.7381,0.5396,1.1111,6.7615
19.0370,2.7659,0.6213,3.5000,9.2082
5.4036,12.9550,0.2623,1.0000,10.6432
17.8731,8.1499,0.3122,4.0000,10.5833
17.9038,14.0701,0.8537,1.4286,17.3002
15.5106,4.4942,0.0591,0.8750,4.8626
18.1764,19.9120,0.3364,2.0000,19.3167
0.3336,2.0277,0.9425,0.2500,0.3970
19.1858,16.3622,0.1302,1.0000,16.7125
1.5051,13.7168,0.7564,0.4286,3.6621
5.7027,7.9034,0.0666,1.0000,7.7429
9.7623,17.8280,0.9480,0.4286,10.1183
19.4114,7.6453,0.6537,0.9000,14.1773
11.3623,8.9197,0.1032,0.7778,9.1529
5.4794,17.4477,0.4003,0.4000,11.8083
2.5817,17.7006,0.5702,0.2000,7.2742
3.1038,4.1558,0.6320,0.8750,3.4696
5.3762,15.9169,0.2698,1.4286,12.5205
8.6778,13.8286,0.7401,1.7500,9.8879
7.9181,12.4035,0.3738,4.5000,10.5839
8.5049,8.0943,0.7730,1.0000,8.4105
12.2878,2.9212,0.7427,1.1667,8.3823
8.9361,0.9300,0.9440,2.0000,7.5356
0.2405,4.9137,0.0978,1.0000,4.2735
0.6854,3.4596,0.3194,0.7500,2.3740
7.9754,5.2028,0.0006,0.5000,5.2042
19.5890,19.1335,0.4979,0.6667,19.3594
10.8554,12.1785,0.9684,7.0000,10.8957
18.2477,12.1712,0.0240,3.3333,12.2975
6.4832,5.0116,0.4999,2.0000,5.7133
5.8103,15.7000,0.4162,0.6000,10.9915
17.5795,0.2257,0.8272,2.0000,3.2207
15.5829,2.4695,0.7187,0.5000,8.9581
7.8882,12.8719,0.0420,0.8000,12.6332
17.6465,18.0298,0.7646,2.0000,17.7363
8.5134,7.7053,0.1830,8.0000,7.8492
9.3276,15.3463,0.5961,1.5000,11.5574
8.4986,17.7626,0.5995,2.0000,11.7826
9.1042,1.5193,0.8473,0.5000,6.7386
13.9085,7.0523,0.8594,4.5000,12.7093
1.9116,19.2799,0.1531,2.0000,15.6578
14.6692,11.2147,0.7355,0.4000,13.6900
2.6004,16.9911,0.8636,1.7500,4.0501
9.9306,17.0356,0.9494,0.4444,10.2404
5.1932,14.4775,0.3832,1.1667,10.3779
11.8333,18.9187,0.0935,0.6667,18.1711
4.5524,13.9337,0.1990,1.0000,11.6581
19.1024,1.3442,0.3609,0.6000,3.1068
1.2602,5.8011,0.9241,1.1667,1.5197
3.6649,3.9437,0.4391,0.4444,3.8197
12.4848,3.1476,0.3771,1.0000,5.3267
5.8281,5.9223,0.4748,0.7143,5.8774
2.7437,5.1496,0.0846,0.2000,4.9055
3.7787,4.3270,0.4779,4.0000,4.0589
19.1323,10.5205,0.7713,1.0000,16.7725
5.9323,6.4178,0.1498,2.0000,6.3435
4.7441,5.6936,0.3036,1.0000,5.3938
13.2032,1.5298,0.9849,1.0000,12.6014
0.0859,17.7018,0.3962,1.3333,8.9504
1.5634,2.7519,0.6637,1.0000,1.9229
6.1917,13.3250,0.7719,1.0000,7.5853
4.4794,0.0254,0.6138,0.7500,0.1442
13.9058,17.8005,0.1780,1.2000,17.0632
14.0046,9.9666,0.0195,0.5000,10.0363
17.0363,18.7475,0.1978,1.0000,18.4007
11.1812,0.3391,0.5494,5.0000,2.1192
11.4066,13.9454,0.3105,1.0000,13.1228
10.6184,15.5664,0.2018,0.3750,14.4714
17.1777,13.0498,0.4994,9.0000,15.0123
8.9269,11.0317,0.6092,1.2857,9.7168
7.6676,10.3480,0.8078,2.0000,8.1459
11.9072,8.0993,0.6154,0.2857,10.3178
6.1008,10.8123,0.4056,0.6000,8.7174
2.0222,5.4730,0.4711,1.4286,3.6418
7.4388,3.1046,0.0073,4.0000,3.1270
4.4431,17.6493,0.4366,1.5000,10.9249
12.8645,3.7594,0.1604,0.4000,4.6707
15.5331,8.7161,0.4692,0.8750,11.5262
8.6007,7.2611,0.8164,6.0000,8.3428
12.4212,17.6205,0.5471,0.7500,14.6429
5.5815,16.0249,0.0414,0.7500,15.4782
9.5610,0.1191,0.2798,3.0000,0.3096
6.2948,11.7909,0.0527,2.0000,11.4498
16.5434,8.1356,0.3516,0.5000,10.5699
14.8632,0.6189,0.1404,0.3333,0.9586
2.8862,8.6477,0.3598,0.1667,6.0937
1.3653,8.2642,0.2021,0.8333,6.4694
10.6427,17.7090,0.2913,1.0000,15.4367
14.8791,4.5350,0.7497,1.0000,11.0501
16.7147,19.4936,0.7900,0.8000,17.2761
14.4133,10.1970,0.9941,1.0000,14.3852
17.7525,16.4304,0.8769,0.3333,17.5859
3.2571,4.0727,0.2067,0.8571,3.8947
4.0248,3.8386,0.2103,2.5000,3.8773
17.6392,17.7964,0.9426,0.3000,17.6482
9.2392,14.6501,0.6669,0.4000,10.8802
3.7410,15.0452,0.0898,3.5000,13.6986
14.4976,8.0780,0.4890,0.4000,10.8619
17.6711,14.4357,0.1545,0.4286,14.9062
15.9602,8.3367,0.8755,0.4286,14.7801
16.8594,19.7318,0.8848,0.7000,17.1760
10.7609,10.7811,0.6593,4.5000,10.7678
4.1918,8.4741,0.0270,0.7500,8.3357
10.6089,1.4196,0.9580,0.4000,9.6001
16.8660,16.9140,0.6460,2.2500,16.8830
4.3068,13.1494,0.0900,0.8333,12.1487
14.3345,7.3461,0.2820,1.3333,8.9531
17.2534,13.9942,0.7670,0.9000,16.4494
9.4253,5.4715,0.1959,1.2000,6.1206
9.2101,2.8990,0.0249,1.8000,2.9927
18.8506,6.0950,0.1317,1.5000,7.1494
12.5669,2.2383,0.3490,1.2857,4.0503
16.1277,19.6641,0.6895,0.7000,17.1793
8.0308,16.2163,0.0956,2.0000,15.2896
6.4279,9.3553,0.4992,0.6250,7.8126
7.5761,7.6082,0.1320,0.5714,7.6040
14.3794,13.8491,0.6268,1.6667,14.1799
3.8613,2.0955,0.5439,0.5000,2.9502
9.7997,0.5679,0.6038,0.7500,2.3657
2.4154,3.9826,0.8045,0.3000,2.6859
2.7984,5.2701,0.5224,0.2222,3.8580
18.9439,19.7477,0.1010,2.5000,19.6654
12.6189,4.1328,0.6784,0.1429,9.1427
8.7731,1.0704,0.8185,2.0000,5.5974
14.1552,1.7229,0.3760,5.0000,4.0833
10.5929,7.1617,0.0001,0.6000,7.1619
13.0485,16.6920,0.0163,1.5000,16.6280
15.5637,0.5806,0.2595,0.7000,1.1246
12.3604,2.6562,0.9428,1.6667,11.2323
10.0417,3.7272,0.4009,0.2500,5.7115
9.7074,19.0102,0.1499,0.5714,17.3849
2.2030,19.9378,0.3050,0.2500,12.4669
18.3310,19.0107,0.1657,8.0000,18.8970
8.6524,19.1882,0.3741,1.2500,14.7345
8.5400,4.5351,0.6642,1.4286,6.9578
0.5857,5.2095,0.7317,1.2857,1.5324
10.2085,7.6734,0.1350,1.0000,7.9858
19.2741,17.5124,0.2484,1.3333,17.9393
5.5070,19.1820,0.9764,0.4286,5.7480
14.8682,12.6134,0.7038,0.2000,14.1741
2.3361,5.5724,0.4276,2.3333,4.0092
15.3866,1.8603,0.1438,0.5000,2.5383
15.3144,4.0456,0.4585,0.2500,7.7767
10.8153,14.8715,0.6003,0.2000,12.3370
3.3864,13.6339,0.7541,0.4286,5.3467
18.6024,10.5886,0.1862,7.0000,11.8459
4.1642,16.7489,0.8230,0.9000,5.9109
0.3952,9.3259,0.2288,1.0000,6.6148
12.0322,6.4475,0.9059,1.0000,11.3730
12.1474,11.7451,0.9535,0.2500,12.1285
9.3771,12.7909,0.5015,0.1000,10.9883
11.9263,0.3497,0.3321,3.5000,1.0298
14.4692,0.7348,0.1945,1.6667,1.2062
8.1622,1.1027,0.0791,4.0000,1.3334
11.9523,1.2797,0.1636,0.8000,1.8092
8.5142,1.4275,0.6329,1.0000,4.2174
2.4368,19.2955,0.7584,0.8750,5.5398
6.9991,1.6631,0.4861,0.5000,3.3832
10.9349,9.1053,0.2674,1.4000,9.5717
2.5420,19.1239,0.6215,1.6667,7.5152
1.6299,10.1727,0.8400,10.0000,2.6090
5.7891,4.2062,0.1982,2.0000,4.4916
13.5363,19.9691,0.7870,0.2500,14.7784
9.1408,19.3982,0.5384,1.6667,13.3791
9.9843,13.4630,0.5090,0.8000,11.6139
1.1696,1.5301,0.5570,1.0000,1.3221
1.4721,4.2339,0.3190,2.5000,3.1914
6.7575,0.9152,0.4113,3.5000,2.1477
